BenchmarkSetScale,   20000,     80680 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    969725 ns/op,  285243 B/op,    1564 allocs/op
BenchmarkInit,       1,13925321251 ns/op,1732679752 B/op,21942109 allocs/op
BenchmarkGeneExpression,     500,   5094828 ns/op,  346359 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004031427 ns/op,  369784 B/op,    1740 allocs/op
BenchmarkStd,     500,   3123680 ns/op,  328133 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3096113 ns/op,  328385 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     82162 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    961317 ns/op,  285258 B/op,    1564 allocs/op
BenchmarkInit,       1,13894442542 ns/op,1732506216 B/op,21941955 allocs/op
BenchmarkGeneExpression,     500,   5119323 ns/op,  346342 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004884065 ns/op,  326120 B/op,    1735 allocs/op
BenchmarkStd,     500,   3374004 ns/op,  327882 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3304284 ns/op,  327787 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     82069 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    964151 ns/op,  285230 B/op,    1564 allocs/op
BenchmarkInit,       1,13884872960 ns/op,1732557576 B/op,21942155 allocs/op
BenchmarkGeneExpression,     500,   5217587 ns/op,  346114 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003008646 ns/op,  324632 B/op,    1739 allocs/op
BenchmarkStd,     500,   3072166 ns/op,  328082 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3044513 ns/op,  327968 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     84192 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965250 ns/op,  285233 B/op,    1564 allocs/op
BenchmarkInit,       1,16558407804 ns/op,1732592488 B/op,21941720 allocs/op
BenchmarkGeneExpression,     500,   4673003 ns/op,  346228 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003554968 ns/op,  326824 B/op,    1736 allocs/op
BenchmarkStd,     500,   3039388 ns/op,  328073 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3076603 ns/op,  327973 B/op,    1722 allocs/op
BenchmarkSetScale,   20000,     89504 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1108527 ns/op,  285234 B/op,    1564 allocs/op
BenchmarkInit,       1,14103165906 ns/op,1732664376 B/op,21942177 allocs/op
BenchmarkGeneExpression,     500,   4815062 ns/op,  346248 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003779042 ns/op,  370744 B/op,    1743 allocs/op
BenchmarkStd,     500,   3034649 ns/op,  328027 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3040680 ns/op,  328833 B/op,    1723 allocs/op
BenchmarkSetScale,   50000,     73032 ns/op,    7950 B/op,      88 allocs/op
BenchmarkBackground,    2000,    986065 ns/op,  285154 B/op,    1564 allocs/op
BenchmarkInit,       1,14462810961 ns/op,1732661176 B/op,21942907 allocs/op
BenchmarkGeneExpression,     500,   4736802 ns/op,  346097 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004603118 ns/op,  326600 B/op,    1735 allocs/op
BenchmarkStd,    1000,   3037731 ns/op,  328275 B/op,    1721 allocs/op
BenchmarkVariance,    1000,   3047669 ns/op,  328137 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     76366 ns/op,    7931 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1031867 ns/op,  285360 B/op,    1565 allocs/op
BenchmarkInit,       1,14132355882 ns/op,1732607224 B/op,21942357 allocs/op
BenchmarkGeneExpression,     500,   4797860 ns/op,  346196 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004542851 ns/op,  324408 B/op,    1737 allocs/op
BenchmarkStd,     500,   3050277 ns/op,  328063 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3105249 ns/op,  328068 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     71436 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1163792 ns/op,  285250 B/op,    1564 allocs/op
BenchmarkInit,       1,14164702218 ns/op,1732676808 B/op,21942177 allocs/op
BenchmarkGeneExpression,     500,   4908828 ns/op,  346284 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1002695577 ns/op,  326360 B/op,    1738 allocs/op
BenchmarkStd,     500,   3191529 ns/op,  328112 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3033829 ns/op,  328363 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     71036 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    988909 ns/op,  285253 B/op,    1564 allocs/op
BenchmarkInit,       1,14844283589 ns/op,1732715576 B/op,21941412 allocs/op
BenchmarkGeneExpression,     500,   4884131 ns/op,  346197 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004562955 ns/op,  326328 B/op,    1737 allocs/op
BenchmarkStd,     500,   3040404 ns/op,  328098 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3056727 ns/op,  328203 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     76010 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965706 ns/op,  285243 B/op,    1564 allocs/op
BenchmarkInit,       1,14078326428 ns/op,1732561544 B/op,21942089 allocs/op
BenchmarkGeneExpression,     500,   4746285 ns/op,  346233 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004091788 ns/op,  327336 B/op,    1741 allocs/op
BenchmarkStd,     500,   3035462 ns/op,  328093 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3060840 ns/op,  328868 B/op,    1723 allocs/op
BenchmarkSetScale,   50000,     71739 ns/op,    7953 B/op,      88 allocs/op
BenchmarkBackground,    2000,    985281 ns/op,  285155 B/op,    1564 allocs/op
BenchmarkInit,       1,14131339637 ns/op,1732838776 B/op,21942117 allocs/op
BenchmarkGeneExpression,     500,   4895749 ns/op,  346269 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004935966 ns/op,  326232 B/op,    1736 allocs/op
BenchmarkStd,     500,   3051105 ns/op,  328039 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3106583 ns/op,  327909 B/op,    1722 allocs/op
BenchmarkSetScale,   20000,     80552 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1056529 ns/op,  285230 B/op,    1564 allocs/op
BenchmarkInit,       1,14116910021 ns/op,1732613928 B/op,21942305 allocs/op
BenchmarkGeneExpression,     500,   4778352 ns/op,  346382 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003308136 ns/op,  328056 B/op,    1736 allocs/op
BenchmarkStd,     500,   3033339 ns/op,  328207 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3046547 ns/op,  328044 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     85808 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1065256 ns/op,  285247 B/op,    1564 allocs/op
BenchmarkInit,       1,14135063722 ns/op,1732776248 B/op,21941716 allocs/op
BenchmarkGeneExpression,     500,   4794735 ns/op,  346083 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003896378 ns/op,  326264 B/op,    1736 allocs/op
BenchmarkStd,     500,   3071212 ns/op,  328157 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3027743 ns/op,  328078 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     75346 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    973374 ns/op,  285231 B/op,    1564 allocs/op
BenchmarkInit,       1,15221515635 ns/op,1732746616 B/op,21941597 allocs/op
BenchmarkGeneExpression,     500,   4724166 ns/op,  346208 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004471735 ns/op,  325480 B/op,    1726 allocs/op
BenchmarkStd,       1,1002972617 ns/op,  322744 B/op,    1692 allocs/op
BenchmarkVariance,       1,1003531228 ns/op,  323376 B/op,    1694 allocs/op
BenchmarkSetScale,   20000,     76281 ns/op,    7937 B/op,      87 allocs/op
BenchmarkBackground,    2000,    980951 ns/op,  285174 B/op,    1564 allocs/op
BenchmarkInit,       1,14474074974 ns/op,1732550968 B/op,21941650 allocs/op
BenchmarkGeneExpression,     500,   4743247 ns/op,  346241 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1002740588 ns/op,  325528 B/op,    1727 allocs/op
BenchmarkStd,       1,1004441861 ns/op,  325208 B/op,    1692 allocs/op
BenchmarkVariance,       1,1004454918 ns/op,  323264 B/op,    1695 allocs/op
BenchmarkSetScale,   50000,     70965 ns/op,    7952 B/op,      88 allocs/op
BenchmarkBackground,    2000,    984279 ns/op,  285089 B/op,    1564 allocs/op
BenchmarkInit,       1,14894121525 ns/op,1732655064 B/op,21942406 allocs/op
BenchmarkGeneExpression,     500,   4736305 ns/op,  346575 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004441587 ns/op,  325272 B/op,    1726 allocs/op
BenchmarkStd,       1,1003566281 ns/op,  323480 B/op,    1693 allocs/op
BenchmarkVariance,       1,1003112389 ns/op,  323408 B/op,    1695 allocs/op
BenchmarkSetScale,   20000,     77958 ns/op,    7937 B/op,      87 allocs/op
BenchmarkBackground,    2000,    982184 ns/op,  285177 B/op,    1564 allocs/op
BenchmarkInit,       1,14140386059 ns/op,1732635592 B/op,21942487 allocs/op
BenchmarkGeneExpression,     500,   4984978 ns/op,  346444 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1002868229 ns/op,  325480 B/op,    1727 allocs/op
BenchmarkStd,       1,1004489108 ns/op,  323352 B/op,    1692 allocs/op
BenchmarkVariance,       1,1004478321 ns/op,  323408 B/op,    1695 allocs/op
BenchmarkSetScale,   50000,     73267 ns/op,    7954 B/op,      88 allocs/op
BenchmarkBackground,    2000,    987190 ns/op,  285086 B/op,    1564 allocs/op
BenchmarkInit,       1,14134388823 ns/op,1732563480 B/op,21941578 allocs/op
BenchmarkGeneExpression,     500,   4815507 ns/op,  346293 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003157146 ns/op,  325544 B/op,    1727 allocs/op
BenchmarkStd,       1,1002888485 ns/op,  323240 B/op,    1690 allocs/op
BenchmarkVariance,       1,1002946960 ns/op,  323328 B/op,    1694 allocs/op
BenchmarkSetScale,   50000,     73471 ns/op,    7952 B/op,      88 allocs/op
BenchmarkBackground,    2000,    978770 ns/op,  285081 B/op,    1564 allocs/op
BenchmarkInit,       1,14328463934 ns/op,1732561752 B/op,21941915 allocs/op
BenchmarkGeneExpression,     500,   4842710 ns/op,  346131 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004536235 ns/op,  327624 B/op,    1728 allocs/op
BenchmarkStd,       1,1003741316 ns/op,  323192 B/op,    1690 allocs/op
BenchmarkVariance,       1,1003742356 ns/op,  323328 B/op,    1694 allocs/op
BenchmarkSetScale,   50000,     71906 ns/op,    7954 B/op,      88 allocs/op
BenchmarkBackground,    2000,    985505 ns/op,  285088 B/op,    1564 allocs/op
