"Index","Probe_Id","Symbol"
"19145","ILMN_1765796","ENO2"
"19146","ILMN_1800670","KIF21B"
"19147","ILMN_1692060","KIF21B"
"19148","ILMN_1668345","OAF"
"19149","ILMN_1796409","C1QB"
"19150","ILMN_1908451",""
"19151","ILMN_1741603","DBC1"
"19152","ILMN_1659576","FPGS"
"19153","ILMN_1748607","NOBOX"
"19154","ILMN_1796900","NUDCD3"
"19155","ILMN_1850027",""
"19156","ILMN_1768816","TMPO"
"19157","ILMN_1677747","TMPO"
"19158","ILMN_2118663","ERV3"
"19159","ILMN_1793384","JAK1"
"19160","ILMN_1671600","EPS8L1"
"19161","ILMN_1835730",""
"19162","ILMN_1912268",""
"19163","ILMN_1778691","TIA1"
"19164","ILMN_2388466","TIA1"
"19165","ILMN_2153837","SCNN1G"
"19166","ILMN_1738847","LOC285479"
"19167","ILMN_1802450","CNOT6L"
"19168","ILMN_1797797","OR1N2"
"19169","ILMN_1860742",""
"19170","ILMN_1910519",""
"19171","ILMN_2272251","ASB11"
"19172","ILMN_1913103",""
"19173","ILMN_2338593","FITM2"
"19174","ILMN_2393968","SYNJ1"
"19175","ILMN_1739812","PRKCG"
"19176","ILMN_1695317","RCBTB1"
"19177","ILMN_1754727","GPRASP2"
"19178","ILMN_1895644",""
"19179","ILMN_1759117","XK"
"19180","ILMN_1778136","ZMYND15"
"19181","ILMN_1718303","PVRL2"
"19182","ILMN_2370624","COL13A1"
"19183","ILMN_1832200",""
"19184","ILMN_1890375",""
"19185","ILMN_1868175",""
"19186","ILMN_1761175","RPS6KB2"
"19187","ILMN_2364357","RPS6KB2"
"19188","ILMN_1746457","GTF3C2"
"19189","ILMN_2128697","SPACA5"
"19190","ILMN_1720764","UBE1"
"19191","ILMN_1842065",""
"19192","ILMN_1890986",""
"19193","ILMN_1695003","PCSK2"
"19194","ILMN_1834259",""
"19195","ILMN_2211122","TRAPPC2P1"
"19196","ILMN_1686461","THAP2"
"19197","ILMN_1773210","DRD1"
"19198","ILMN_1814494","SEMA6D"
"19199","ILMN_1654540","SEMA6D"
"19200","ILMN_1652277","SECTM1"
"19201","ILMN_1823296",""
"19202","ILMN_1712230","LOC731035"
"19203","ILMN_1909461",""
"19204","ILMN_1901002",""
"19205","ILMN_1684943","TRAT1"
"19206","ILMN_2124833","TRAT1"
"19207","ILMN_1773236","LOC163233"
"19208","ILMN_1877821",""
"19209","ILMN_1869007",""
"19210","ILMN_1902378",""
"19211","ILMN_1713978","SDF2"
"19212","ILMN_1674795","FLJ33996"
"19213","ILMN_2079991","ERVWE1"
"19214","ILMN_1785804","ERVWE1"
"19215","ILMN_1899757",""
"19216","ILMN_1834568",""
"19217","ILMN_2280542","C2orf78"
"19218","ILMN_1652456","TMEM98"
"19219","ILMN_1736957","ASXL3"
"19220","ILMN_2304020","GRXCR2"
"19221","ILMN_1861446",""
"19222","ILMN_2408645","LOC653566"
"19223","ILMN_1732514","GALK2"
"19224","ILMN_1723124","GALK2"
"19225","ILMN_1707433","LOC388503"
"19226","ILMN_1671701","LOC641714"
"19227","ILMN_1705653","BCAM"
"19228","ILMN_1707548","RAD18"
"19229","ILMN_1659953","SEPT3"
"19230","ILMN_1746673","SEPT3"
"19231","ILMN_2242937","ARSB"
"19232","ILMN_2366719","NSFL1C"
"19233","ILMN_1812273","EHMT1"
"19234","ILMN_1842108",""
"19235","ILMN_1905117",""
"19236","ILMN_1797277","KIF3C"
"19237","ILMN_1710323","LOC392781"
"19238","ILMN_2079004","MDH2"
"19239","ILMN_1793829","TMCO1"
"19240","ILMN_2367638","CAMKK2"
"19241","ILMN_2091717","LOC651315"
"19242","ILMN_1824883",""
"19243","ILMN_1846726",""
"19244","ILMN_1915242",""
"19245","ILMN_1807881","NEDD4"
"19246","ILMN_1703140","NEDD4"
"19247","ILMN_1708393","C1orf185"
"19248","ILMN_1833905",""
"19249","ILMN_1669362","IGFBP6"
"19250","ILMN_1850945",""
"19251","ILMN_1779989","GLI1"
"19252","ILMN_1852110",""
"19253","ILMN_2207190","IL5"
"19254","ILMN_1709300","IL5"
"19255","ILMN_1780566","LOC643684"
"19256","ILMN_1748241","CENPP"
"19257","ILMN_1691212","FLJ34870"
"19258","ILMN_2337931","CXCR5"
"19259","ILMN_2337928","CXCR5"
"19260","ILMN_1830157",""
"19261","ILMN_1917329",""
"19262","ILMN_2193443","TRIM16L"
"19263","ILMN_2067444","ONECUT3"
"19264","ILMN_1868016",""
"19265","ILMN_1864204",""
"19266","ILMN_1802821","TCP10"
"19267","ILMN_2041355","TCP10"
"19268","ILMN_1702443","DNMBP"
"19269","ILMN_1717381","HOXD1"
"19270","ILMN_1695193","ANGPTL3"
"19271","ILMN_1705871","DDHD2"
"19272","ILMN_2179063","DDHD2"
"19273","ILMN_1739253","STAMBP"
"19274","ILMN_2391355","STAMBP"
"19275","ILMN_1904773",""
"19276","ILMN_1717599","CNTN3"
"19277","ILMN_1864393",""
"19278","ILMN_1790962","RINL"
"19279","ILMN_1828578",""
"19280","ILMN_1662557","MAP7D3"
"19281","ILMN_1797021","TMEM86A"
"19282","ILMN_1781145","GPRC5D"
"19283","ILMN_2070003","SLC18A2"
"19284","ILMN_1758087","TAOK1"
"19285","ILMN_1813604","NDUFB7"
"19286","ILMN_1745573","TTC13"
"19287","ILMN_1753064","TTC13"
"19288","ILMN_1668606","TTC13"
"19289","ILMN_1803180","PRDX6"
"19290","ILMN_1655421","LOC338586"
"19291","ILMN_1680692","NUCKS1"
"19292","ILMN_1727489","LOC138652"
"19293","ILMN_1895490",""
"19294","ILMN_1699447","TRAF5"
"19295","ILMN_1656069","C17orf55"
"19296","ILMN_1701331","UBE2M"
"19297","ILMN_1718890","LOC653434"
"19298","ILMN_1747474","LOC347119"
"19299","ILMN_1671058","CDX2"
"19300","ILMN_1843724",""
"19301","ILMN_1867302",""
"19302","ILMN_1798164","PHF3"
"19303","ILMN_2057826","PHF3"
"19304","ILMN_1654357","ZNF24"
"19305","ILMN_1892306",""
"19306","ILMN_1759211","LOC644098"
"19307","ILMN_1769316","UMODL1"
"19308","ILMN_1683302","SMC4"
"19309","ILMN_1671403","PCDHGA11"
"19310","ILMN_2386379","PCDHGA11"
"19311","ILMN_1750482","LOC285307"
"19312","ILMN_1657870","ABL2"
"19313","ILMN_1828888",""
"19314","ILMN_1806147","GNG3"
"19315","ILMN_1824082",""
"19316","ILMN_1889731",""
"19317","ILMN_1886218",""
"19318","ILMN_1907222",""
"19319","ILMN_1723881","LOC644999"
"19320","ILMN_1729439","CYP4F2"
"19321","ILMN_2178492","CYP4F2"
"19322","ILMN_1817890",""
"19323","ILMN_1847589",""
"19324","ILMN_1702783","LOC652595"
"19325","ILMN_1749996","KCNN2"
"19326","ILMN_1685636","KCNN2"
"19327","ILMN_1827549",""
"19328","ILMN_2394421","G6PC2"
"19329","ILMN_1661703","G6PC2"
"19330","ILMN_2287257","G6PC2"
"19331","ILMN_1869266",""
"19332","ILMN_2289381","DKK3"
"19333","ILMN_2398159","DKK3"
"19334","ILMN_1686948","CASC4"
"19335","ILMN_1765550","HOMEZ"
"19336","ILMN_1792620","ICF45"
"19337","ILMN_1666464","LOC647542"
"19338","ILMN_1754841","FAM87B"
"19339","ILMN_1895599",""
"19340","ILMN_1653282","LCE2A"
"19341","ILMN_1870646",""
"19342","ILMN_2379599","CD163"
"19343","ILMN_1798816","GOSR1"
"19344","ILMN_1689188","LOC650874"
"19345","ILMN_1721178","COL11A2"
"19346","ILMN_1752169","MS4A5"
"19347","ILMN_1794501","HAS3"
"19348","ILMN_1668760","HAS3"
"19349","ILMN_1863893",""
"19350","ILMN_1810181","PCGF6"
"19351","ILMN_1780036","WDR1"
"19352","ILMN_2310295","C21orf58"
"19353","ILMN_2310296","C21orf58"
"19354","ILMN_1769471","C21orf58"
"19355","ILMN_1819634",""
"19356","ILMN_1808132","FAS"
"19357","ILMN_1905581",""
"19358","ILMN_1791112","COL25A1"
"19359","ILMN_1724884","SNORD22"
"19360","ILMN_1742163","LOC441087"
"19361","ILMN_1675788","ZNF175"
"19362","ILMN_1745274","LOC653934"
"19363","ILMN_1834721",""
"19364","ILMN_2314417","HYAL1"
"19365","ILMN_1827259",""
"19366","ILMN_1877865",""
"19367","ILMN_1859787",""
"19368","ILMN_1660424","AFAP1"
"19369","ILMN_1738093","TMEM118"
"19370","ILMN_1737152","DAO"
"19371","ILMN_1733583","ART5"
"19372","ILMN_1903393",""
"19373","ILMN_1781137","RPL36A"
"19374","ILMN_1697761","C3orf67"
"19375","ILMN_1836910",""
"19376","ILMN_1752562","CXCL5"
"19377","ILMN_2171384","CXCL5"
"19378","ILMN_1696839","RPS27"
"19379","ILMN_2160819","RPS27"
"19380","ILMN_1660498","RPS27"
"19381","ILMN_1878488",""
"19382","ILMN_1745988","NUDT12"
"19383","ILMN_1724488","LOC652233"
"19384","ILMN_1702065","MFSD5"
"19385","ILMN_1758337","ZNF213"
"19386","ILMN_1880281",""
"19387","ILMN_1680722","CAPZA1"
"19388","ILMN_1912252",""
"19389","ILMN_1749667","OBSCN"
"19390","ILMN_1794200","KCNJ12"
"19391","ILMN_1795704","KIAA0232"
"19392","ILMN_1874808",""
"19393","ILMN_1812904","LOC647176"
"19394","ILMN_1738249","LOC651820"
"19395","ILMN_2166706","FBXO22OS"
"19396","ILMN_2319344","APEX1"
"19397","ILMN_1874673",""
"19398","ILMN_1698063","LOC643687"
"19399","ILMN_1866901",""
"19400","ILMN_1811177","LOC651060"
"19401","ILMN_1746587","LOC652667"
"19402","ILMN_1734937","IL23R"
"19403","ILMN_1803136","RAB4B"
"19404","ILMN_1677824","RAB4A"
"19405","ILMN_1832108",""
"19406","ILMN_1681972","TMEM69"
"19407","ILMN_1765019","SACM1L"
"19408","ILMN_1711122","LOC653073"
"19409","ILMN_1875843",""
"19410","ILMN_2179717","C9orf61"
"19411","ILMN_1679822","MBD3L1"
"19412","ILMN_1672091","HOXD4"
"19413","ILMN_1867418",""
"19414","ILMN_1690705","LOC728929"
"19415","ILMN_1736974","SOX12"
"19416","ILMN_1801387","YEATS4"
"19417","ILMN_1798620","PQLC1"
"19418","ILMN_1845289",""
"19419","ILMN_1821486",""
"19420","ILMN_1698246","MTMR11"
"19421","ILMN_1907728",""
"19422","ILMN_1861651",""
"19423","ILMN_2200331","H2AFX"
"19424","ILMN_2104693","LOC649723"
"19425","ILMN_1784863","CD36"
"19426","ILMN_1823028",""
"19427","ILMN_1729905","GAL3ST1"
"19428","ILMN_2267787","HPS1"
"19429","ILMN_1765000","ZSCAN20"
"19430","ILMN_1795557","SNX3"
"19431","ILMN_1914868",""
"19432","ILMN_2095660","TMEM156"
"19433","ILMN_1810374","TMEM156"
"19434","ILMN_1834912",""
"19435","ILMN_1691252","LOC645649"
"19436","ILMN_2387865","KCNIP4"
"19437","ILMN_1679580","KCNIP4"
"19438","ILMN_1786064","FLJ37673"
"19439","ILMN_1722673","PCDHB4"
"19440","ILMN_1817962",""
"19441","ILMN_1872852",""
"19442","ILMN_1877888",""
"19443","ILMN_1848311","LOC728183"
"19444","ILMN_2395043","HSPA4"
"19445","ILMN_2261600","FCGR1B"
"19446","ILMN_1747380","LOC643171"
"19447","ILMN_1808633","C20orf96"
"19448","ILMN_1889634",""
"19449","ILMN_2142935","BLNK"
"19450","ILMN_2353143","FBLIM1"
"19451","ILMN_1663179","PROCA1"
"19452","ILMN_1716608","NGF"
"19453","ILMN_1822518",""
"19454","ILMN_1666477","LOC390876"
"19455","ILMN_2387680","VNN3"
"19456","ILMN_1804935","VNN3"
"19457","ILMN_1772614","TCF12"
"19458","ILMN_1779163","C11orf67"
"19459","ILMN_1855598",""
"19460","ILMN_1875327",""
"19461","ILMN_1654013","C17orf28"
"19462","ILMN_1734510","PTK9"
"19463","ILMN_1912807",""
"19464","ILMN_1804248","FDPS"
"19465","ILMN_1848889",""
"19466","ILMN_1860758",""
"19467","ILMN_1860733",""
"19468","ILMN_2086952","TOP1P1"
"19469","ILMN_1802922","TOP1P1"
"19470","ILMN_1852771",""
"19471","ILMN_1700257","C4orf32"
"19472","ILMN_2069821","C4orf32"
"19473","ILMN_1910608",""
"19474","ILMN_1803313","LOC653107"
"19475","ILMN_2411116","FGFR1OP"
"19476","ILMN_1669508","PAF1"
"19477","ILMN_1844073",""
"19478","ILMN_1767149","LOC644516"
"19479","ILMN_1738707","S100A13"
"19480","ILMN_2210934","NR3C2"
"19481","ILMN_1869191",""
"19482","ILMN_1693274","USHBP1"
"19483","ILMN_1859428",""
"19484","ILMN_1741483","HPS1"
"19485","ILMN_1705329","LOC642574"
"19486","ILMN_1772739","LOC143188"
"19487","ILMN_1775085","ZNF232"
"19488","ILMN_1733947","FKBP8"
"19489","ILMN_1780308","LOC729533"
"19490","ILMN_1889621",""
"19491","ILMN_1792400","CSN3"
"19492","ILMN_2197128","OSR1"
"19493","ILMN_1715814","LMAN1"
"19494","ILMN_2099858","TTTY19"
"19495","ILMN_2099855","TTTY19"
"19496","ILMN_1790885","KCNK10"
"19497","ILMN_1695341","KCNK10"
"19498","ILMN_1851060",""
"19499","ILMN_1766660","FAM22A"
"19500","ILMN_1677509","PRR7"
"19501","ILMN_1902388",""
"19502","ILMN_1706176","GNAT3"
"19503","ILMN_1910319",""
"19504","ILMN_1878258",""
"19505","ILMN_1678173","KHK"
"19506","ILMN_1706690","KHK"
"19507","ILMN_1840004",""
"19508","ILMN_1797585","MYO1B"
"19509","ILMN_1741007","SGCA"
"19510","ILMN_1851025",""
"19511","ILMN_1656993","LOC651580"
"19512","ILMN_1696126","STX18"
"19513","ILMN_1682957","PACSIN3"
"19514","ILMN_1908564",""
"19515","ILMN_1680963","C11orf34"
"19516","ILMN_1799053","C11orf34"
"19517","ILMN_1829742",""
"19518","ILMN_1676177","APOL5"
"19519","ILMN_1883621",""
"19520","ILMN_1672962","LOC645485"
"19521","ILMN_1671169","LOC642987"
"19522","ILMN_1803110","SF3B3"
"19523","ILMN_1692340","ZNF662"
"19524","ILMN_1705433","CBLL1"
"19525","ILMN_2073732","CBLL1"
"19526","ILMN_1717494","LOC643322"
"19527","ILMN_1763267","ZFYVE28"
"19528","ILMN_2141030","LOC641522"
"19529","ILMN_1799208","CSGALNACT2"
"19530","ILMN_1691501","C15orf5"
"19531","ILMN_1683939","VIPR2"
"19532","ILMN_1765430","C1orf170"
"19533","ILMN_1661598","LOC642966"
"19534","ILMN_2338849","BIRC7"
"19535","ILMN_1674036","BIRC7"
"19536","ILMN_1780711","LOC390530"
"19537","ILMN_1804851","MRPS17"
"19538","ILMN_1707713","CIB4"
"19539","ILMN_1855058",""
"19540","ILMN_1662232","DCTN2"
"19541","ILMN_1714718","CXorf59"
"19542","ILMN_1816934",""
"19543","ILMN_1679600","ACOT8"
"19544","ILMN_1694106","GPD1L"
"19545","ILMN_1865312",""
"19546","ILMN_1798807","ZAR1"
"19547","ILMN_1916183",""
"19548","ILMN_2199362","FBXL22"
"19549","ILMN_1763144","NEU1"
"19550","ILMN_1673147","LOC650058"
"19551","ILMN_1738009","LOC401399"
"19552","ILMN_2401641","ALDH3A2"
"19553","ILMN_1667564","ALDH3A2"
"19554","ILMN_1664008","LOC641744"
"19555","ILMN_1732408","OBSL1"
"19556","ILMN_1761833","SLC40A1"
"19557","ILMN_1866840",""
"19558","ILMN_1661788","WNT5B"
"19559","ILMN_1710078","TMEM181"
"19560","ILMN_1695576","MRPL24"
"19561","ILMN_1860180",""
"19562","ILMN_1891034",""
"19563","ILMN_1686626","BAT1"
"19564","ILMN_2357976","BAT1"
"19565","ILMN_2164081","KLHL12"
"19566","ILMN_1676075","KLHL12"
"19567","ILMN_1658315","LOC728395"
"19568","ILMN_1657855","ACTL6B"
"19569","ILMN_1905751",""
"19570","ILMN_1809552","TCEAL1"
"19571","ILMN_1832450",""
"19572","ILMN_1656562","LOC653214"
"19573","ILMN_1746349","TSPAN19"
"19574","ILMN_1831350",""
"19575","ILMN_1658605","LOC647888"
"19576","ILMN_1890565",""
"19577","ILMN_1852945",""
"19578","ILMN_1755822","SYDE1"
"19579","ILMN_1826730",""
"19580","ILMN_1774111","LOC651643"
"19581","ILMN_1756793","POLS"
"19582","ILMN_1795159","LOC647741"
"19583","ILMN_1730441","OR52K2"
"19584","ILMN_1806253","KRTAP2-1"
"19585","ILMN_1658448","KRTAP2-1"
"19586","ILMN_1828024",""
"19587","ILMN_2142554","NENF"
"19588","ILMN_1703409","LOC653137"
"19589","ILMN_1656879","LOC643237"
"19590","ILMN_1694041","PDCL"
"19591","ILMN_1855693",""
"19592","ILMN_1768870","CAPZA2"
"19593","ILMN_1799560","LOC647406"
"19594","ILMN_1746551","LOC649963"
"19595","ILMN_1702799","LOC653735"
"19596","ILMN_1697597","KIAA0494"
"19597","ILMN_2194467","SGCB"
"19598","ILMN_1810324","SGCB"
"19599","ILMN_1731292","CA5A"
"19600","ILMN_1860642",""
"19601","ILMN_1897864",""
"19602","ILMN_2403247","CMTM7"
"19603","ILMN_1698934","CMTM7"
"19604","ILMN_2102670","GATA2"
"19605","ILMN_1705187","LPPR5"
"19606","ILMN_2361742","LPPR5"
"19607","ILMN_1670398","BCR"
"19608","ILMN_1668907","BCR"
"19609","ILMN_1680683","BCR"
"19610","ILMN_1806946","UBTF"
"19611","ILMN_2292334","UBTF"
"19612","ILMN_2133205","GPX2"
"19613","ILMN_1910330",""
"19614","ILMN_1728349","TMEM63B"
"19615","ILMN_1795822","DIS3L"
"19616","ILMN_2355033","KIAA1147"
"19617","ILMN_1696810","GPR182"
"19618","ILMN_1670124","LOC150223"
"19619","ILMN_1677482","LOC644044"
"19620","ILMN_1798189","COX7C"
"19621","ILMN_1696757","TTC14"
"19622","ILMN_1827072",""
"19623","ILMN_1894769",""
"19624","ILMN_2093810","POMP"
"19625","ILMN_2168217","EBI2"
"19626","ILMN_1798706","EBI2"
"19627","ILMN_1879603",""
"19628","ILMN_1909329",""
"19629","ILMN_1664557","LOC644403"
"19630","ILMN_2267084","ZFYVE1"
"19631","ILMN_2358382","ZFYVE1"
"19632","ILMN_1706186","C12orf53"
"19633","ILMN_1697594","ANKRD28"
"19634","ILMN_2232520","ANKRD28"
"19635","ILMN_1874949",""
"19636","ILMN_2177156","SOX2"
"19637","ILMN_1915987",""
"19638","ILMN_1682599","GPRC5A"
"19639","ILMN_1812139","RASSF2"
"19640","ILMN_1897348",""
"19641","ILMN_1794392","DDX3X"
"19642","ILMN_1728870","DDX3X"
"19643","ILMN_1683752","LHX6"
"19644","ILMN_1821410",""
"19645","ILMN_1888041",""
"19646","ILMN_2098947","LOC338799"
"19647","ILMN_1858599",""
"19648","ILMN_1747630","DEK"
"19649","ILMN_1881122",""
"19650","ILMN_1716803","RALYL"
"19651","ILMN_1861824",""
"19652","ILMN_2357855","NTRK2"
"19653","ILMN_1739241","CHAC1"
"19654","ILMN_1856617",""
"19655","ILMN_2192385","TTC19"
"19656","ILMN_1821588",""
"19657","ILMN_1903326",""
"19658","ILMN_1823172",""
"19659","ILMN_1717205","OLIG3"
"19660","ILMN_1769503","ZNRF2"
"19661","ILMN_1716176","RARA"
"19662","ILMN_1727361","LEMD3"
"19663","ILMN_1789112","TMEM145"
"19664","ILMN_1887096",""
"19665","ILMN_1889209",""
"19666","ILMN_1669609","LOC644767"
"19667","ILMN_1666918","LOC729973"
"19668","ILMN_1867352",""
"19669","ILMN_1764297","ARF6"
"19670","ILMN_1676836","LOC646848"
"19671","ILMN_1865632",""
"19672","ILMN_1865069",""
"19673","ILMN_1699684","PBLD"
"19674","ILMN_1784459","MMP3"
"19675","ILMN_1886281",""
"19676","ILMN_1777479","CDYL2"
"19677","ILMN_1713274","OTOS"
"19678","ILMN_2199313","NPDC1"
"19679","ILMN_2262044","PARP10"
"19680","ILMN_1893636",""
"19681","ILMN_1833415","LOC730877"
"19682","ILMN_2201573","LOC642018"
"19683","ILMN_1703327","PSTPIP1"
"19684","ILMN_1861815",""
"19685","ILMN_1726368","ZNF135"
"19686","ILMN_1685168","RFX4"
"19687","ILMN_1773289","RFX4"
"19688","ILMN_1652881","FLJ00312"
"19689","ILMN_1844791",""
"19690","ILMN_2372543","CYP4Z2P"
"19691","ILMN_1814883","CYP4Z2P"
"19692","ILMN_1657749","CYP27C1"
"19693","ILMN_1778444","FKBP5"
"19694","ILMN_1913894",""
"19695","ILMN_1906190",""
"19696","ILMN_1787344","LOC652078"
"19697","ILMN_1916360",""
"19698","ILMN_1914002",""
"19699","ILMN_2339192","HMGCLL1"
"19700","ILMN_2256482","HMGCLL1"
"19701","ILMN_1862403",""
"19702","ILMN_1824555",""
"19703","ILMN_1734580","LOC390564"
"19704","ILMN_1896139",""
"19705","ILMN_1840334",""
"19706","ILMN_1795454","CPSF6"
"19707","ILMN_1826743",""
"19708","ILMN_1781897","KLRC3"
"19709","ILMN_1807106","LDHA"
"19710","ILMN_1879301",""
"19711","ILMN_1685834","AMPH"
"19712","ILMN_1871831",""
"19713","ILMN_1700518","HMGN4"
"19714","ILMN_1824190",""
"19715","ILMN_2272519","FGR"
"19716","ILMN_2368318","FGR"
"19717","ILMN_1785179","UBE2G2"
"19718","ILMN_1878523",""
"19719","ILMN_1752810","LARP6"
"19720","ILMN_1902021",""
"19721","ILMN_1846405",""
"19722","ILMN_1909975",""
"19723","ILMN_1904106",""
"19724","ILMN_1879997",""
"19725","ILMN_2384188","NFATC1"
"19726","ILMN_2179022","CDRT15P"
"19727","ILMN_1847314",""
"19728","ILMN_1864347",""
"19729","ILMN_1858001",""
"19730","ILMN_1660995","AMH"
"19731","ILMN_1708130","EHF"
"19732","ILMN_1688434","LOC440013"
"19733","ILMN_1749546","LOC440013"
"19734","ILMN_1684709","LOC440013"
"19735","ILMN_1903455",""
"19736","ILMN_2232430","NMD3"
"19737","ILMN_2115534","GPR112"
"19738","ILMN_1835795",""
"19739","ILMN_1898880",""
"19740","ILMN_1756326","CKS2"
"19741","ILMN_2072296","CKS2"
"19742","ILMN_1696661","LOC648132"
"19743","ILMN_1856885",""
"19744","ILMN_1883676",""
"19745","ILMN_2042343","MRPL42P5"
"19746","ILMN_1817651",""
"19747","ILMN_1756126","STUB1"
"19748","ILMN_2157421","STUB1"
"19749","ILMN_1891520",""
"19750","ILMN_1789011","SYNGR2"
"19751","ILMN_1828257",""
"19752","ILMN_1750800","ACO1"
"19753","ILMN_1720616","CBFA2T3"
"19754","ILMN_1772876","ZNF395"
"19755","ILMN_1672102","PTPRB"
"19756","ILMN_2251505","ARPP-21"
"19757","ILMN_1669172","PTPRR"
"19758","ILMN_1815308","SDC1"
"19759","ILMN_1776105","PSPH"
"19760","ILMN_2147114","PSPH"
"19761","ILMN_1911213",""
"19762","ILMN_1782845","SPTB"
"19763","ILMN_1854048",""
"19764","ILMN_1877317",""
"19765","ILMN_1765103","CST8"
"19766","ILMN_1675479","ZNF646"
"19767","ILMN_1790689","CRISPLD2"
"19768","ILMN_1816501",""
"19769","ILMN_1877266",""
"19770","ILMN_1716790","APBB2"
"19771","ILMN_1826126",""
"19772","ILMN_1846249",""
"19773","ILMN_1719972","PLXNA3"
"19774","ILMN_1692967","AXIN1"
"19775","ILMN_1908691",""
"19776","ILMN_1706193","ECT2L"
"19777","ILMN_2064090","OR4M1"
"19778","ILMN_1712944","AES"
"19779","ILMN_1664065","LAD1"
"19780","ILMN_1697959","SLC35B4"
"19781","ILMN_1662359","HIST1H4K"
"19782","ILMN_1742124","KIAA1128"
"19783","ILMN_1663349","C19orf20"
"19784","ILMN_1797318","HSPA14"
"19785","ILMN_1892919",""
"19786","ILMN_1706287","LOC399746"
"19787","ILMN_1675767","TMEM151"
"19788","ILMN_1659370","LOC391013"
"19789","ILMN_1803853","NOL7"
"19790","ILMN_1813714","LOC401101"
"19791","ILMN_2088410","PSMG2"
"19792","ILMN_1833136",""
"19793","ILMN_1749836","LOC23117"
"19794","ILMN_1902583",""
"19795","ILMN_1888791",""
"19796","ILMN_1663749","BTNL3"
"19797","ILMN_1824706",""
"19798","ILMN_1676350","HTR4"
"19799","ILMN_1786080","HTR4"
"19800","ILMN_2186745","IFNA7"
"19801","ILMN_1776023","IFNA7"
"19802","ILMN_2409055","FAM13C1"
"19803","ILMN_2295280","FAM13C1"
"19804","ILMN_2245180","BUB3"
"19805","ILMN_1733879","LOC648089"
"19806","ILMN_1818346",""
"19807","ILMN_1913389",""
"19808","ILMN_1776956","LOC400221"
"19809","ILMN_1768506","MAPK15"
"19810","ILMN_1699275","FLJ14712"
"19811","ILMN_2101920","HNRPH1"
"19812","ILMN_2101928","HNRPH1"
"19813","ILMN_1806607","SFN"
"19814","ILMN_1666609","USP22"
"19815","ILMN_1715372","CAMKK1"
"19816","ILMN_1774476","TCTEX1D4"
"19817","ILMN_1826818",""
"19818","ILMN_1821145",""
"19819","ILMN_1849714",""
"19820","ILMN_1715659","HIPK4"
"19821","ILMN_1691937","CSH1"
"19822","ILMN_2205935","SFXN1"
"19823","ILMN_1887341",""
"19824","ILMN_1667970","LOC728825"
"19825","ILMN_1840922",""
"19826","ILMN_1785896","DSCR9"
"19827","ILMN_1870356",""
"19828","ILMN_1667979","LOC652100"
"19829","ILMN_1695746","LOC648274"
"19830","ILMN_1801605","BIRC6"
"19831","ILMN_1899852",""
"19832","ILMN_1729179","SPATA5L1"
"19833","ILMN_2381834","TRIM69"
"19834","ILMN_1797974","AIG1"
"19835","ILMN_1890418",""
"19836","ILMN_1863209",""
"19837","ILMN_1683664","LOC650369"
"19838","ILMN_1873783",""
"19839","ILMN_1915189",""
"19840","ILMN_1699243","MSMB"
"19841","ILMN_1790906","MSMB"
"19842","ILMN_1810346","SLC4A3"
"19843","ILMN_1673339","LOC648364"
"19844","ILMN_1861958",""
"19845","ILMN_1722834","RGS12"
"19846","ILMN_1856274",""
"19847","ILMN_1849708",""
"19848","ILMN_1741422","FUT8"
"19849","ILMN_1656761","TGIF1"
"19850","ILMN_1911403",""
"19851","ILMN_1740606","RTKN2"
"19852","ILMN_1683544","ZDHHC4"
"19853","ILMN_1674926","C19orf35"
"19854","ILMN_1709167","ADRA1A"
"19855","ILMN_1795715","DPYD"
"19856","ILMN_1720710","HSPB3"
"19857","ILMN_1729287","NMUR1"
"19858","ILMN_1702450","LOC646283"
"19859","ILMN_1850892",""
"19860","ILMN_2361324","WDR20"
"19861","ILMN_1724309","FAM35A"
"19862","ILMN_1665365","LOC642536"
"19863","ILMN_1656033","PCDHA2"
"19864","ILMN_1764457","LOC339766"
"19865","ILMN_1658044","LOC648814"
"19866","ILMN_1684440","PXN"
"19867","ILMN_1664956","SSU72"
"19868","ILMN_1666418","LOC642832"
"19869","ILMN_1801348","GOT2"
"19870","ILMN_1827030",""
"19871","ILMN_1748650","MRPL45"
"19872","ILMN_1808301","MRPL45"
"19873","ILMN_1868594",""
"19874","ILMN_2230624","RPL18"
"19875","ILMN_1905356",""
"19876","ILMN_1716468","LOC152195"
"19877","ILMN_1764693","LOC653741"
"19878","ILMN_2077858","SIRT7"
"19879","ILMN_1718079","HOXB1"
"19880","ILMN_1745271","EXOSC4"
"19881","ILMN_1736911","TMOD1"
"19882","ILMN_1832625",""
"19883","ILMN_1670666","RAB12"
"19884","ILMN_1873634",""
"19885","ILMN_1798615","SOHLH2"
"19886","ILMN_2194355","SOHLH2"
"19887","ILMN_1661580","LOC645177"
"19888","ILMN_1748077","DDX59"
"19889","ILMN_1673030","CMKLR1"
"19890","ILMN_1660183","ANKRD13D"
"19891","ILMN_1808905","AKAP3"
"19892","ILMN_1834452",""
"19893","ILMN_1731025","DYX1C1"
"19894","ILMN_1676893","ADCY3"
"19895","ILMN_1778277","HTR3E"
"19896","ILMN_1677607","SC5DL"
"19897","ILMN_1792979","LOC646561"
"19898","ILMN_1652024","CSNK1G3"
